"","city","year","origintime","magnitude","depth"
"413","Canterbury","2011",2011-02-21 23:51:42,6.2,5.4143
"414","Canterbury","2011",2011-02-04 04:56:28,4.3,5
"415","Canterbury","2011",2011-02-03 18:32:50,4.2,8.4541
"416","Canterbury","2011",2011-01-20 13:12:22,4,7.6529
"417","Canterbury","2011",2011-01-19 17:03:20,4.8,8.8897
"418","Canterbury","2011",2011-01-01 01:05:44,4,9.9109
"419","Canterbury","2021",2021-08-10 13:03:53,4.128216541,5.269160271
"420","Canterbury","2021",2021-05-31 09:47:24,4.155208201,8.718459129
"421","Canterbury","2021",2021-03-24 15:32:24,4.101647269,30.24733734
"422","Canterbury","2021",2021-02-20 07:33:27,4.322297515,5
"423","Canterbury","2020",2020-11-05 18:26:17,4.508648355,9.783813477
"424","Canterbury","2020",2020-08-08 07:51:34,4.740767302,57.49202347
"425","Canterbury","2020",2020-06-28 05:55:16,4.096190951,5
"426","Canterbury","2020",2020-04-08 19:49:16,4.278320895,5.478522778
"427","Canterbury","2020",2020-03-15 15:28:58,5.091373184,8.131281853
"428","Canterbury","2020",2020-01-20 17:34:43,4.02878598,3.928281784
"429","Canterbury","2019",2019-11-30 14:56:11,4.266923399,6.30724287
"430","Canterbury","2019",2019-04-19 07:49:14,4.614156613,7.364053249
"431","Canterbury","2018",2018-12-04 22:29:27,4.078874164,7.719348907
"432","Canterbury","2018",2018-10-11 08:25:27,4.198879659,5
"433","Canterbury","2018",2018-08-09 07:56:14,4.216258077,10.70188236
"434","Canterbury","2018",2018-07-10 10:23:23,4.109620243,3.193146706
"435","Canterbury","2018",2018-07-08 23:43:38,4.282820877,7.912163734
"436","Canterbury","2018",2018-05-12 05:43:45,4.642584558,10.4217577
"437","Canterbury","2018",2018-04-25 15:34:52,4.032220492,11.89836597
"438","Canterbury","2018",2018-04-03 04:58:34,4.319986028,13.98643589
"439","Canterbury","2018",2018-03-07 16:04:33,4.712806441,8.975295067
"440","Canterbury","2018",2018-01-08 19:59:46,4.5134142,47.33043289
"441","Canterbury","2017",2017-12-19 11:48:31,4.549449677,2.596869707
"442","Canterbury","2017",2017-12-12 00:02:50,4.181553909,21.97581291
"443","Canterbury","2017",2017-12-09 06:44:11,4.118115364,9.787092209
"444","Canterbury","2017",2017-11-17 01:52:58,4.218325567,5.429141998
"445","Canterbury","2017",2017-11-10 11:45:32,4.224014474,5
"446","Canterbury","2017",2017-10-22 04:10:59,5.588790533,8.274720192
"447","Canterbury","2017",2017-09-08 00:51:46,4.483793545,5
"448","Canterbury","2017",2017-09-04 12:35:39,4.136631966,6.613949299
"449","Canterbury","2017",2017-08-24 14:48:50,4.478661414,22.54648781
"450","Canterbury","2017",2017-08-05 18:54:34,4.234230266,5
"451","Canterbury","2017",2017-06-16 05:56:31,4.491368545,9.149563789
"452","Canterbury","2017",2017-06-10 10:38:49,4.154176411,8.519864082
"453","Canterbury","2017",2017-05-22 02:10:04,4.809790101,5.414369106
"454","Canterbury","2017",2017-04-23 08:19:41,4.037608641,15.19472218
"455","Canterbury","2017",2017-04-11 16:08:18,4.035098132,5
"456","Canterbury","2017",2017-04-03 14:58:01,4.303799406,12
"457","Canterbury","2017",2017-03-29 09:54:00,4.023197661,5.234375
"458","Canterbury","2017",2017-03-11 05:58:04,4.883197837,29.12077141
"459","Canterbury","2017",2017-03-10 06:45:15,4.529669853,34.01678848
"460","Canterbury","2017",2017-03-09 16:00:58,4.523417499,20.34809303
"461","Canterbury","2017",2017-03-09 08:11:45,4.010710751,11.73287868
"462","Canterbury","2017",2017-03-08 20:51:25,4.070532501,7.243303776
"463","Canterbury","2017",2017-03-06 22:09:54,4.046490184,5
"464","Canterbury","2017",2017-03-01 19:01:02,5.222642916,11.51695824
"465","Canterbury","2017",2017-03-01 16:17:44,4.723400936,9.372019768
"466","Canterbury","2017",2017-02-28 21:19:43,4.768248058,9.903126717
"467","Canterbury","2017",2017-02-28 11:14:09,4.140779851,11.57618237
"468","Canterbury","2017",2017-02-23 13:35:53,4.947767304,7.841541767
"469","Canterbury","2017",2017-02-20 01:16:06,4.810477412,14.44569588
"470","Canterbury","2017",2017-02-11 20:18:54,5.169624216,8.679965973
"471","Canterbury","2017",2017-02-07 03:49:46,4.347945385,11.48278236
"472","Canterbury","2017",2017-02-06 04:24:53,4.019752761,11.20454311
"473","Canterbury","2017",2017-02-05 11:05:33,4.289047047,13.00121117
"474","Canterbury","2017",2017-02-01 10:21:29,5.086543335,21.13616753
"475","Canterbury","2017",2017-01-31 22:15:34,4.256289154,9.921875
"476","Canterbury","2017",2017-01-21 19:08:44,4.300748269,14.9437027
"477","Canterbury","2017",2017-01-17 14:07:39,4.004769461,30.41222763
"478","Canterbury","2017",2017-01-14 10:25:20,4.34739383,5.679483891
"479","Canterbury","2017",2017-01-07 08:23:23,4.364151216,2.817452669
"480","Canterbury","2017",2017-01-07 01:36:08,4.546605897,19.21446991
"481","Canterbury","2017",2017-01-05 10:34:56,4.440796071,10.390625
"482","Canterbury","2017",2017-01-02 09:47:19,4.60675048,5.532643795
"483","Canterbury","2016",2016-12-30 22:25:59,4.056910133,14.89725876
"484","Canterbury","2016",2016-12-27 12:43:09,4.163340604,9.453125
"485","Canterbury","2016",2016-12-27 11:38:46,4.733014743,13.203125
"486","Canterbury","2016",2016-12-21 02:27:08,4.678463183,9.21875
"487","Canterbury","2016",2016-12-20 05:08:26,4.045934736,9.273159981
"488","Canterbury","2016",2016-12-16 01:48:04,4.112971989,7.638234138
"489","Canterbury","2016",2016-12-08 13:37:30,4.115019691,5
"490","Canterbury","2016",2016-12-07 11:39:22,4.213248416,5
"491","Canterbury","2016",2016-12-07 11:30:23,4.571569981,5.790727615
"492","Canterbury","2016",2016-12-06 22:25:10,4.045163718,13.07784939
"493","Canterbury","2016",2016-12-04 15:19:31,4.336347564,12
"494","Canterbury","2016",2016-12-04 06:03:04,4.042387234,5
"495","Canterbury","2016",2016-11-29 17:17:47,4.153681249,7.092533112
"496","Canterbury","2016",2016-11-29 03:09:37,4.240742487,11.8735323
"497","Canterbury","2016",2016-11-27 23:41:54,4.408671706,7.002950191
"498","Canterbury","2016",2016-11-25 12:36:38,4.031361734,5
"499","Canterbury","2016",2016-11-24 15:49:48,4.206833087,8.433743477
"500","Canterbury","2016",2016-11-23 10:46:36,4.097731553,5
"501","Canterbury","2016",2016-11-22 09:49:38,4.994489157,7.8826437
"502","Canterbury","2016",2016-11-22 09:46:04,4.23459213,6.385684013
"503","Canterbury","2016",2016-11-22 07:25:00,4.297382708,4.976022243
"504","Canterbury","2016",2016-11-22 05:59:55,4.64871674,9.231980324
"505","Canterbury","2016",2016-11-22 05:44:09,4.559829723,7.285915375
"506","Canterbury","2016",2016-11-22 05:31:57,4.517094109,6.299612999
"507","Canterbury","2016",2016-11-22 05:13:34,5.806281681,7.242141724
"508","Canterbury","2016",2016-11-22 05:12:11,4.756053392,7.688224316
"509","Canterbury","2016",2016-11-21 21:36:55,4.033962963,12
"510","Canterbury","2016",2016-11-21 17:51:37,4.975031303,5
"511","Canterbury","2016",2016-11-21 15:58:11,4.380321865,5
"512","Canterbury","2016",2016-11-20 11:30:52,4.112089341,5
"513","Canterbury","2016",2016-11-20 06:52:48,4.948634062,5
"514","Canterbury","2016",2016-11-19 03:08:11,4.134810556,5
"515","Canterbury","2016",2016-11-18 20:44:26,4.165429172,5
"516","Canterbury","2016",2016-11-18 15:55:34,4.590247552,5
"517","Canterbury","2016",2016-11-18 14:22:57,5.324480789,5
"518","Canterbury","2016",2016-11-18 13:30:10,4.504485351,7.145976543
"519","Canterbury","2016",2016-11-18 12:48:20,4.204146732,5
"520","Canterbury","2016",2016-11-18 07:43:18,4.314359576,5
"521","Canterbury","2016",2016-11-18 07:43:14,4.100665054,5
"522","Canterbury","2016",2016-11-17 21:27:03,4.809776007,5
"523","Canterbury","2016",2016-11-17 20:50:11,4.143594854,12
"524","Canterbury","2016",2016-11-17 20:43:46,4.270635367,5
"525","Canterbury","2016",2016-11-17 18:04:42,4.184546279,5
"526","Canterbury","2016",2016-11-17 06:01:10,4.270906069,14.97095966
"527","Canterbury","2016",2016-11-17 02:32:00,4.167980974,12
"528","Canterbury","2016",2016-11-16 23:13:37,4.840577965,12
"529","Canterbury","2016",2016-11-16 15:29:48,4.02564313,5
"530","Canterbury","2016",2016-11-16 15:03:49,4.777751772,5
"531","Canterbury","2016",2016-11-16 09:53:45,4.146793734,6.403836727
"532","Canterbury","2016",2016-11-16 08:27:28,4.051570423,8.077673912
"533","Canterbury","2016",2016-11-16 08:21:39,4.039169519,5
"534","Canterbury","2016",2016-11-16 06:16:51,4.04821033,5
"535","Canterbury","2016",2016-11-16 03:31:04,4.388571132,23.7201519
"536","Canterbury","2016",2016-11-16 02:14:23,4.003126862,7.485888481
"537","Canterbury","2016",2016-11-15 18:21:20,4.217932463,5
"538","Canterbury","2016",2016-11-15 18:19:01,4.746090854,5
"539","Canterbury","2016",2016-11-15 14:02:39,4.677276058,7.299888134
"540","Canterbury","2016",2016-11-15 14:02:37,4.37482332,6.64603281
"541","Canterbury","2016",2016-11-15 12:56:47,4.402111164,5.190867901
"542","Canterbury","2016",2016-11-15 11:45:25,4.113975406,12.15225601
"543","Canterbury","2016",2016-11-15 08:51:14,4.523564049,8.242490768
"544","Canterbury","2016",2016-11-15 08:08:27,4.141242357,9.810491562
"545","Canterbury","2016",2016-11-15 08:00:38,4.1214697,22.50485802
"546","Canterbury","2016",2016-11-15 06:30:31,5.843717343,11.07760811
"547","Canterbury","2016",2016-11-15 06:27:38,4.087848362,8.851480484
"548","Canterbury","2016",2016-11-15 05:45:57,4.181463128,12
"549","Canterbury","2016",2016-11-15 05:09:27,5.274230579,11.15705299
"550","Canterbury","2016",2016-11-15 04:12:45,4.868806463,15.16740704
"551","Canterbury","2016",2016-11-15 01:26:55,4.178645952,9.502997398
"552","Canterbury","2016",2016-11-15 00:26:26,4.517841578,11.17098904
"553","Canterbury","2016",2016-11-14 22:27:13,4.318225248,5
"554","Canterbury","2016",2016-11-14 21:14:09,4.424395216,12
"555","Canterbury","2016",2016-11-14 20:32:53,4.166450325,12
"556","Canterbury","2016",2016-11-14 20:04:12,4.204401846,11.16081429
"557","Canterbury","2016",2016-11-14 19:17:34,5.140757593,5
"558","Canterbury","2016",2016-11-14 18:13:04,4.248813551,15.20255756
"559","Canterbury","2016",2016-11-14 17:51:42,4.033039542,9.446372032
"560","Canterbury","2016",2016-11-14 16:01:24,4.053172021,15.9079237
"561","Canterbury","2016",2016-11-14 15:54:55,4.747483413,5
"562","Canterbury","2016",2016-11-14 14:35:33,4.513755425,18.48610878
"563","Canterbury","2016",2016-11-14 14:26:59,4.309225709,9.413135529
"564","Canterbury","2016",2016-11-14 14:00:39,4.129460671,10.81373978
"565","Canterbury","2016",2016-11-14 13:26:08,4.200733368,17.17570305
"566","Canterbury","2016",2016-11-14 12:03:00,4.84207645,15.38399792
"567","Canterbury","2016",2016-11-14 11:32:10,4.03597685,14.32303715
"568","Canterbury","2016",2016-11-14 11:24:53,4.462384886,5
"569","Canterbury","2016",2016-11-14 10:03:50,4.982363569,11.19238663
"570","Canterbury","2016",2016-11-14 09:49:56,5.008802034,9.552521706
"571","Canterbury","2016",2016-11-14 07:17:31,4.282771371,5
"572","Canterbury","2016",2016-11-14 06:55:50,4.000655525,5
"573","Canterbury","2016",2016-11-14 06:47:50,5.72230256,16.79718208
"574","Canterbury","2016",2016-11-14 06:30:25,4.088089284,15.18791008
"575","Canterbury","2016",2016-11-14 06:18:09,4.319247491,4.890272141
"576","Canterbury","2016",2016-11-14 05:51:36,4.367807688,11.62698936
"577","Canterbury","2016",2016-11-14 05:27:05,4.042302114,7.641549587
"578","Canterbury","2016",2016-11-14 05:16:32,5.160148601,5
"579","Canterbury","2016",2016-11-14 04:32:50,4.194179336,6.940668106
"580","Canterbury","2016",2016-11-14 04:10:21,5.143930913,5
"581","Canterbury","2016",2016-11-14 04:05:47,4.752681918,6.945884228
"582","Canterbury","2016",2016-11-14 02:56:06,4.216223437,4.681044102
"583","Canterbury","2016",2016-11-14 02:07:44,4.384220217,5
"584","Canterbury","2016",2016-11-14 02:02:58,4.378420815,12
"585","Canterbury","2016",2016-11-14 02:01:12,4.1246688,10.40297318
"586","Canterbury","2016",2016-11-14 01:46:19,4.294580037,6.812549114
"587","Canterbury","2016",2016-11-14 01:30:14,5.38535422,11.05774117
"588","Canterbury","2016",2016-11-14 01:23:39,4.136196705,5.722325325
"589","Canterbury","2016",2016-11-14 01:06:46,4.172779626,10.2516098
"590","Canterbury","2016",2016-11-14 01:03:21,4.538891002,4.961349964
"591","Canterbury","2016",2016-11-14 01:02:12,4.214218965,9.301255226
"592","Canterbury","2016",2016-11-14 00:58:29,4.093532954,13
"593","Canterbury","2016",2016-11-14 00:54:21,4.676559881,11.09730339
"594","Canterbury","2016",2016-11-14 00:46:34,4.111100821,8.127892494
"595","Canterbury","2016",2016-11-14 00:34:23,6.656748205,5
"596","Canterbury","2016",2016-11-14 00:17:57,4.001770915,12
"597","Canterbury","2016",2016-11-14 00:15:38,4.1236081,12
"598","Canterbury","2016",2016-11-13 23:57:49,4.133879971,11.81089592
"599","Canterbury","2016",2016-11-13 23:54:44,4.001829898,8.336535454
"600","Canterbury","2016",2016-11-13 23:40:51,4.301882447,5.345646381
"601","Canterbury","2016",2016-11-13 23:27:47,4.020155413,12.8789196
"602","Canterbury","2016",2016-11-13 22:58:52,4.1872835,11.35073566
"603","Canterbury","2016",2016-11-13 22:54:18,4.75847629,20.7990818
"604","Canterbury","2016",2016-11-13 22:50:50,4.267069105,4.54799366
"605","Canterbury","2016",2016-11-13 22:50:44,4.284422286,17.08675957
"606","Canterbury","2016",2016-11-13 22:46:46,4.08910189,8.641736984
"607","Canterbury","2016",2016-11-13 22:23:13,4.146100888,9.498558998
"608","Canterbury","2016",2016-11-13 22:21:35,4.363481261,10.38337803
"609","Canterbury","2016",2016-11-13 22:19:32,5.176747839,10.70491886
"610","Canterbury","2016",2016-11-13 22:15:12,4.552433665,4.937552929
"611","Canterbury","2016",2016-11-13 21:57:40,4.43461422,11.84379101
"612","Canterbury","2016",2016-11-13 21:38:04,4.115456488,14.79804707
"613","Canterbury","2016",2016-11-13 21:00:20,4.293489965,5.323665619
"614","Canterbury","2016",2016-11-13 20:51:22,5.056750565,62.70677948
"615","Canterbury","2016",2016-11-13 20:44:22,4.401335935,12
"616","Canterbury","2016",2016-11-13 20:28:15,4.05694218,5
"617","Canterbury","2016",2016-11-13 20:27:22,4.493726786,5.674061775
"618","Canterbury","2016",2016-11-13 20:22:15,5.009383142,8.751700401
"619","Canterbury","2016",2016-11-13 20:14:51,4.823216676,5
"620","Canterbury","2016",2016-11-13 20:10:00,4.61595602,12
"621","Canterbury","2016",2016-11-13 20:08:04,4.478426644,5
"622","Canterbury","2016",2016-11-13 19:31:11,4.730532359,12
"623","Canterbury","2016",2016-11-13 19:28:56,5.588782975,5
"624","Canterbury","2016",2016-11-13 19:25:07,4.114317971,12
"625","Canterbury","2016",2016-11-13 19:11:27,4.206128593,8.280528069
"626","Canterbury","2016",2016-11-13 19:07:40,4.630743786,14.43683529
"627","Canterbury","2016",2016-11-13 19:04:36,4.137204003,8.061237335
"628","Canterbury","2016",2016-11-13 18:59:09,5.362012437,14.72529602
"629","Canterbury","2016",2016-11-13 18:39:45,4.469000892,13.48996067
"630","Canterbury","2016",2016-11-13 18:30:00,4.148169793,5
"631","Canterbury","2016",2016-11-13 18:16:37,4.845481397,5
"632","Canterbury","2016",2016-11-13 18:14:56,4.282762646,10.98049259
"633","Canterbury","2016",2016-11-13 18:10:27,4.713093107,7.380789757
"634","Canterbury","2016",2016-11-13 18:04:50,4.018338859,4.947007656
"635","Canterbury","2016",2016-11-13 17:42:50,4.635258643,12
"636","Canterbury","2016",2016-11-13 17:42:16,4.245162265,10.61585522
"637","Canterbury","2016",2016-11-13 17:41:39,4.175797008,13.48220825
"638","Canterbury","2016",2016-11-13 17:39:28,4.799463016,3.263011932
"639","Canterbury","2016",2016-11-13 17:38:59,4.015733093,12.06529522
"640","Canterbury","2016",2016-11-13 17:28:48,4.705370395,5
"641","Canterbury","2016",2016-11-13 17:20:58,4.055520527,8.702996254
"642","Canterbury","2016",2016-11-13 17:17:39,5.108199751,5
"643","Canterbury","2016",2016-11-13 17:17:11,4.029487812,8.366026878
"644","Canterbury","2016",2016-11-13 17:07:13,4.490281221,18.67467499
"645","Canterbury","2016",2016-11-13 17:04:17,4.071833901,6.168120384
"646","Canterbury","2016",2016-11-13 16:34:26,4.130565852,12
"647","Canterbury","2016",2016-11-13 16:31:45,4.017483135,5
"648","Canterbury","2016",2016-11-13 16:08:54,4.105974779,12.36537266
"649","Canterbury","2016",2016-11-13 16:01:44,4.294802769,9.462519646
"650","Canterbury","2016",2016-11-13 15:46:30,4.390684878,9.221668243
"651","Canterbury","2016",2016-11-13 15:43:19,4.676827067,13.57240772
"652","Canterbury","2016",2016-11-13 15:40:07,4.301506658,5
"653","Canterbury","2016",2016-11-13 15:37:51,4.255004103,9.196522713
"654","Canterbury","2016",2016-11-13 15:22:55,4.487541535,11.73967361
"655","Canterbury","2016",2016-11-13 15:09:44,4.691920578,10.45599937
"656","Canterbury","2016",2016-11-13 15:05:09,4.670729858,9.184181213
"657","Canterbury","2016",2016-11-13 15:04:06,4.101720425,5.182118893
"658","Canterbury","2016",2016-11-13 14:53:39,4.085784529,14.94375706
"659","Canterbury","2016",2016-11-13 14:47:41,4.136512594,2
"660","Canterbury","2016",2016-11-13 14:44:52,4.018802084,18.91315651
"661","Canterbury","2016",2016-11-13 14:42:47,4.697002062,2
"662","Canterbury","2016",2016-11-13 14:36:12,4.052172478,13.43012619
"663","Canterbury","2016",2016-11-13 14:33:16,4.333875762,5
"664","Canterbury","2016",2016-11-13 14:23:10,4.043163746,11.7521019
"665","Canterbury","2016",2016-11-13 14:19:05,4.307418259,14.95489407
"666","Canterbury","2016",2016-11-13 14:08:42,4.665203958,5
"667","Canterbury","2016",2016-11-13 14:07:23,4.758805722,8.511013985
"668","Canterbury","2016",2016-11-13 14:05:20,4.371502389,5
"669","Canterbury","2016",2016-11-13 14:04:23,5.140240672,11.86807919
"670","Canterbury","2016",2016-11-13 14:04:03,4.427011559,27.06696129
"671","Canterbury","2016",2016-11-13 13:59:42,4.376669416,11.92970848
"672","Canterbury","2016",2016-11-13 13:58:36,4.014297845,8
"673","Canterbury","2016",2016-11-13 13:56:42,4.149212513,11.20367908
"674","Canterbury","2016",2016-11-13 13:54:39,4.532750405,8.568597794
"675","Canterbury","2016",2016-11-13 13:46:51,4.135344083,13.08431721
"676","Canterbury","2016",2016-11-13 13:46:15,4.284513558,5
"677","Canterbury","2016",2016-11-13 13:44:23,4.054174361,5
"678","Canterbury","2016",2016-11-13 13:42:29,4.20705136,10.78446865
"679","Canterbury","2016",2016-11-13 13:37:25,4.342912165,10.46934795
"680","Canterbury","2016",2016-11-13 13:33:38,4.405247551,5
"681","Canterbury","2016",2016-11-13 13:31:27,5.987634877,13.95416355
"682","Canterbury","2016",2016-11-13 13:17:48,4.667221807,11.63631344
"683","Canterbury","2016",2016-11-13 13:15:47,4.370798411,11.18840599
"684","Canterbury","2016",2016-11-13 12:56:17,4.507018761,6.083966732
"685","Canterbury","2016",2016-11-13 12:52:52,5.398860153,9.475849152
"686","Canterbury","2016",2016-11-13 12:52:19,4.474042451,5
"687","Canterbury","2016",2016-11-13 12:48:34,4.4049695,16.41565514
"688","Canterbury","2016",2016-11-13 12:45:10,4.538374653,7.01670742
"689","Canterbury","2016",2016-11-13 12:41:24,4.48586194,5
"690","Canterbury","2016",2016-11-13 12:40:54,4.850520403,8.046875
"691","Canterbury","2016",2016-11-13 12:37:44,4.839225459,6.058712959
"692","Canterbury","2016",2016-11-13 12:34:18,4.129002677,13.33457756
"693","Canterbury","2016",2016-11-13 12:32:21,4.40973561,5
"694","Canterbury","2016",2016-11-13 12:31:47,4.033911781,8.546375275
"695","Canterbury","2016",2016-11-13 12:28:00,5.156143227,18.83562851
"696","Canterbury","2016",2016-11-13 12:25:55,5.258754998,10.12402534
"697","Canterbury","2016",2016-11-13 12:24:25,4.618213367,8.100306511
"698","Canterbury","2016",2016-11-13 12:23:37,4.934253935,5.436423779
"699","Canterbury","2016",2016-11-13 12:23:09,5.184655113,10.00735474
"700","Canterbury","2016",2016-11-13 12:22:20,4.6252295,11.88705063
"701","Canterbury","2016",2016-11-13 12:20:40,5.033383097,9.752326965
"702","Canterbury","2016",2016-11-13 12:19:29,4.352516879,38.69797516
"703","Canterbury","2016",2016-11-13 12:17:58,4.506975759,16.86370659
"704","Canterbury","2016",2016-11-13 12:07:29,4.632073733,12.27823734
"705","Canterbury","2016",2016-11-13 12:06:39,4.0323017,0.5259768963
"706","Canterbury","2016",2016-11-13 11:59:37,4.604215113,10.00060463
"707","Canterbury","2016",2016-11-13 11:52:44,6.136439961,9.046556473
"708","Canterbury","2016",2016-11-13 11:51:03,4.549469386,4.866723061
"709","Canterbury","2016",2016-11-13 11:41:08,4.064400289,1.372720003
"710","Canterbury","2016",2016-11-13 11:40:48,5.008149217,9.762313843
"711","Canterbury","2016",2016-11-13 11:40:22,4.127967103,4.230461597
"712","Canterbury","2016",2016-11-13 11:35:05,4.678642487,5
"713","Canterbury","2016",2016-11-13 11:32:07,6.183156744,11.26408863
"714","Canterbury","2016",2016-11-13 11:31:24,4.803847889,6.903105259
"715","Canterbury","2016",2016-11-13 11:30:40,4.018992078,5
"716","Canterbury","2016",2016-11-13 11:30:26,5.108869636,6.452077389
"717","Canterbury","2016",2016-11-13 11:30:24,4.483022753,20.47912598
"718","Canterbury","2016",2016-11-13 11:23:32,4.774444777,4.238160133
"719","Canterbury","2016",2016-11-13 11:22:31,4.848249243,5
"720","Canterbury","2016",2016-11-13 11:21:15,4.965940038,9.518454552
"721","Canterbury","2016",2016-11-13 11:17:18,4.858002852,14.44154739
"722","Canterbury","2016",2016-11-13 11:16:07,4.972231376,16.25598907
"723","Canterbury","2016",2016-11-13 11:12:35,6.026432759,5.603704929
"724","Canterbury","2016",2016-11-13 11:09:55,4.667457883,3.949454069
"725","Canterbury","2016",2016-11-13 11:09:07,5.302367235,9.789445877
"726","Canterbury","2016",2016-11-13 11:08:48,4.99793396,3.591153383
"727","Canterbury","2016",2016-11-13 11:08:14,5.24066731,10.48001671
"728","Canterbury","2016",2016-11-13 11:06:14,5.629252725,5
"729","Canterbury","2016",2016-11-13 11:02:56,7.820379733,15.11445332
"730","Canterbury","2016",2016-06-04 01:19:16,4.098869203,13.3203125
"731","Canterbury","2016",2016-05-11 08:45:53,4.650386926,6.640625
"732","Canterbury","2016",2016-03-14 10:36:06,4.650946936,8.779126167
"733","Canterbury","2016",2016-03-14 10:28:04,5.0375478,8.830801964
"734","Canterbury","2016",2016-03-12 10:01:31,4.364166608,18.59375
"735","Canterbury","2016",2016-02-28 14:32:40,4.26697854,5.1171875
"736","Canterbury","2016",2016-02-18 06:17:41,4.342406861,12.84601879
"737","Canterbury","2016",2016-02-14 05:27:50,4.312076356,4.849864483
"738","Canterbury","2016",2016-02-14 00:14:52,4.533571408,8
"739","Canterbury","2016",2016-02-14 00:13:43,5.701799323,8
"740","Canterbury","2016",2016-02-10 00:05:30,4.267522023,49.53125
"741","Canterbury","2016",2016-02-09 00:39:00,5.745135209,48.125
"742","Canterbury","2016",2016-01-27 23:24:41,4.105753189,6.491029263
"743","Auckland","2019",2019-02-10 06:50:02,4.14820937,12
"744","Auckland","2019",2019-01-02 12:38:37,4.034009865,12
"745","Auckland","2019",2019-01-01 03:55:52,4.022689376,12
"746","Auckland","2010",2010-01-25 00:59:23,4.255,33
"747","Auckland","2007",2007-02-21 08:00:14,4.1,5
"748","Wellington","2007",2007-08-25 01:43:32,4.5,56.3741
"749","Wellington","2007",2007-08-16 02:53:40,4.222,57.2936
"750","Wellington","2007",2007-06-24 05:17:49,4.046,39.9838
"751","Wellington","2007",2007-05-16 13:18:29,4.3,93.2027
"752","Wellington","2007",2007-05-13 13:25:10,4.5,89.7498
"753","Wellington","2007",2007-05-12 07:41:04,4.1,17.9463
"754","Wellington","2007",2007-04-28 06:29:46,4.171,17.6877
"755","Wellington","2007",2007-04-17 19:01:52,4.09,12
"756","Wellington","2007",2007-03-07 07:01:43,4.3,15.1696
"757","Wellington","2007",2007-02-26 22:48:11,4.503,108.0294
"758","Wellington","2007",2007-02-20 23:41:48,4.367,49.8196
"759","Wellington","2007",2007-02-07 00:44:59,4.2,51.5705
"760","Wellington","2007",2007-01-20 16:34:24,4.251,90.2416
"761","Wellington","2006",2006-11-17 14:38:04,4.7,71.5945
"762","Wellington","2006",2006-11-16 22:42:08,4.1,57.6581
"763","Wellington","2006",2006-09-20 08:11:44,4.359,76.9109
"764","Wellington","2006",2006-09-15 11:43:19,4.6,48.5035
"765","Wellington","2006",2006-09-05 18:01:34,4.004,5
"766","Wellington","2006",2006-09-04 00:45:21,4.5,20.1349
"767","Wellington","2006",2006-08-30 07:23:27,4.158,33
"768","Wellington","2006",2006-08-17 14:30:22,4.3,88.231
"769","Wellington","2006",2006-07-15 21:55:40,4.09,33
"770","Wellington","2006",2006-06-16 05:26:46,4.081,10.5225
"771","Wellington","2006",2006-06-10 16:01:00,4.739,46.4146
"772","Wellington","2006",2006-06-04 23:48:38,4.4,24.399
"773","Wellington","2006",2006-05-14 17:32:38,4.5,59.4061
"774","Wellington","2006",2006-05-05 15:22:53,4.429,110.937
"775","Wellington","2006",2006-04-20 14:52:46,4.059,16.5421
"776","Wellington","2006",2006-04-02 20:42:15,4.359,52.6694
"777","Wellington","2006",2006-03-25 15:24:22,4.3,12
"778","Wellington","2006",2006-03-25 15:20:33,4.3,5
"779","Wellington","2006",2006-03-23 14:37:53,4.1,47.4912
"780","Wellington","2006",2006-03-12 13:06:26,4.189,25.2316
"781","Wellington","2006",2006-03-10 19:10:27,4.187,15.0263
"782","Wellington","2006",2006-03-10 11:55:12,4.076,11.7387
"783","Wellington","2006",2006-03-08 09:22:39,4,19.8233
"784","Wellington","2006",2006-02-05 00:29:49,4.2,33
"785","Wellington","2006",2006-01-13 15:12:04,4.1,28.3098
"786","Wellington","2006",2006-01-06 16:24:17,4.045,32.8645
"787","Wellington","2005",2005-12-24 00:15:55,4.2,12
"788","Wellington","2005",2005-12-23 02:37:51,4.1,29.1695
"789","Wellington","2005",2005-12-18 03:54:00,4.032,7.0506
"790","Wellington","2005",2005-12-16 20:26:39,4.009,26.6979
"791","Wellington","2005",2005-12-16 16:29:25,4.005,29.6763
"792","Wellington","2005",2005-12-13 08:09:48,4.2,29.7464
"793","Wellington","2005",2005-12-12 13:55:47,4.7,26.0308
"794","Wellington","2005",2005-12-09 15:49:44,4.157,79.8624
"795","Wellington","2005",2005-11-30 19:57:21,4.087,47.4801
"796","Wellington","2005",2005-11-03 20:31:52,4.063,17.8254
"797","Wellington","2005",2005-11-03 13:16:50,4.5,18.5269
"798","Wellington","2005",2005-11-01 05:39:51,4.5,5
"799","Wellington","2005",2005-10-31 21:35:08,4.05,5
"800","Wellington","2005",2005-10-31 21:33:16,4.1,5
"801","Wellington","2005",2005-10-19 00:05:33,4.2,27.9737
"802","Wellington","2005",2005-08-19 09:26:48,4.405,73.6272
"803","Wellington","2005",2005-07-29 10:56:57,4.098,68.969
"804","Wellington","2005",2005-07-10 23:09:24,4.2,27.9529
"805","Wellington","2005",2005-06-23 12:15:58,4.7,16.5228
"806","Wellington","2005",2005-06-23 08:21:52,4.5,13.7778
"807","Wellington","2005",2005-06-14 16:10:35,4.092,5
"808","Wellington","2005",2005-06-03 11:54:47,4.062,12
"809","Wellington","2005",2005-05-23 01:26:10,4.412,30.8256
